batch_idx,layer_idx,seq_idx,num_tokens,orig_unique_experts,experts_preserved,experts_rerouted
50,,15,1,6,5,1
50,,0,1,6,1,5
50,,1,1,6,4,2
50,,2,1,6,2,4
50,,3,1,6,3,3
50,,4,1,6,1,5
50,,5,1,6,0,6
50,,6,1,6,6,0
50,,7,1,6,1,5
50,,8,1,6,4,2
50,,9,1,6,3,3
50,,10,1,6,5,1
50,,11,1,6,3,3
50,,12,1,6,1,5
50,,13,1,6,1,5
50,,14,1,6,4,2
50,,15,1,6,2,4
50,,0,1,6,2,4
50,,1,1,6,0,6
50,,2,1,6,2,4
50,,3,1,6,5,1
50,,4,1,6,0,6
50,,5,1,6,4,2
50,,6,1,6,3,3
50,,7,1,6,1,5
50,,8,1,6,2,4
50,,9,1,6,2,4
50,,10,1,6,5,1
50,,11,1,6,4,2
50,,12,1,6,1,5
50,,13,1,6,2,4
50,,14,1,6,5,1
50,,15,1,6,4,2
50,,0,1,6,3,3
50,,1,1,6,1,5
50,,2,1,6,3,3
50,,3,1,6,3,3
50,,4,1,6,2,4
50,,5,1,6,3,3
50,,6,1,6,3,3
50,,7,1,6,0,6
50,,8,1,6,5,1
50,,9,1,6,2,4
50,,10,1,6,2,4
50,,11,1,6,0,6
50,,12,1,6,0,6
50,,13,1,6,1,5
50,,14,1,6,6,0
50,,15,1,6,5,1
50,,0,1,6,1,5
50,,1,1,6,1,5
50,,2,1,6,1,5
50,,3,1,6,5,1
50,,4,1,6,2,4
50,,5,1,6,0,6
50,,6,1,6,3,3
50,,7,1,6,2,4
50,,8,1,6,3,3
50,,9,1,6,3,3
50,,10,1,6,5,1
50,,11,1,6,1,5
50,,12,1,6,4,2
50,,13,1,6,4,2
50,,14,1,6,3,3
50,,15,1,6,4,2
50,,0,1,6,1,5
50,,1,1,6,2,4
50,,2,1,6,0,6
50,,3,1,6,4,2
50,,4,1,6,2,4
50,,5,1,6,0,6
50,,6,1,6,1,5
50,,7,1,6,1,5
50,,8,1,6,4,2
50,,9,1,6,1,5
50,,10,1,6,6,0
50,,11,1,6,1,5
50,,12,1,6,5,1
50,,13,1,6,1,5
50,,14,1,6,3,3
50,,15,1,6,4,2
50,,0,1,6,2,4
50,,1,1,6,2,4
50,,2,1,6,0,6
50,,3,1,6,5,1
50,,4,1,6,2,4
50,,5,1,6,4,2
50,,6,1,6,0,6
50,,7,1,6,2,4
50,,8,1,6,6,0
50,,9,1,6,2,4
50,,10,1,6,6,0
50,,11,1,6,0,6
50,,12,1,6,0,6
50,,13,1,6,2,4
50,,14,1,6,2,4
50,,15,1,6,5,1
50,,0,1,6,3,3
50,,1,1,6,2,4
50,,2,1,6,0,6
50,,3,1,6,5,1
50,,4,1,6,3,3
50,,5,1,6,1,5
50,,6,1,6,4,2
50,,7,1,6,3,3
50,,8,1,6,5,1
50,,9,1,6,2,4
50,,10,1,6,5,1
50,,11,1,6,0,6
50,,12,1,6,0,6
50,,13,1,6,1,5
50,,14,1,6,4,2
50,,15,1,6,5,1
50,,0,1,6,1,5
50,,1,1,6,3,3
50,,2,1,6,0,6
50,,3,1,6,5,1
50,,4,1,6,1,5
50,,5,1,6,0,6
50,,6,1,6,2,4
50,,7,1,6,2,4
50,,8,1,6,1,5
50,,9,1,6,3,3
50,,10,1,6,3,3
50,,11,1,6,0,6
50,,12,1,6,1,5
50,,13,1,6,2,4
50,,14,1,6,5,1
50,,15,1,6,3,3
50,,0,1,6,2,4
50,,1,1,6,5,1
50,,2,1,6,5,1
50,,3,1,6,4,2
50,,4,1,6,3,3
50,,5,1,6,2,4
50,,6,1,6,1,5
50,,7,1,6,2,4
50,,8,1,6,4,2
50,,9,1,6,0,6
50,,10,1,6,5,1
50,,11,1,6,2,4
50,,12,1,6,4,2
50,,13,1,6,4,2
50,,14,1,6,6,0
50,,15,1,6,4,2
50,,0,1,6,2,4
50,,1,1,6,3,3
50,,2,1,6,2,4
50,,3,1,6,5,1
50,,4,1,6,2,4
50,,5,1,6,1,5
50,,6,1,6,4,2
50,,7,1,6,2,4
50,,8,1,6,6,0
50,,9,1,6,1,5
50,,10,1,6,5,1
50,,11,1,6,1,5
50,,12,1,6,2,4
50,,13,1,6,3,3
50,,14,1,6,4,2
50,,15,1,6,4,2
50,,0,1,6,1,5
50,,1,1,6,4,2
50,,2,1,6,6,0
50,,3,1,6,5,1
50,,4,1,6,5,1
50,,5,1,6,3,3
50,,6,1,6,2,4
50,,7,1,6,3,3
50,,8,1,6,1,5
50,,9,1,6,0,6
50,,10,1,6,4,2
50,,11,1,6,3,3
50,,12,1,6,5,1
50,,13,1,6,3,3
50,,14,1,6,4,2
50,,15,1,6,3,3
50,,0,1,6,1,5
50,,1,1,6,2,4
50,,2,1,6,4,2
50,,3,1,6,4,2
50,,4,1,6,5,1
50,,5,1,6,5,1
50,,6,1,6,3,3
50,,7,1,6,4,2
50,,8,1,6,5,1
50,,9,1,6,3,3
50,,10,1,6,5,1
50,,11,1,6,0,6
50,,12,1,6,5,1
50,,13,1,6,4,2
50,,14,1,6,4,2
50,,15,1,6,5,1
50,,0,1,6,2,4
50,,1,1,6,4,2
50,,2,1,6,5,1
50,,3,1,6,6,0
50,,4,1,6,1,5
50,,5,1,6,5,1
50,,6,1,6,2,4
50,,7,1,6,1,5
50,,8,1,6,5,1
50,,9,1,6,1,5
50,,10,1,6,5,1
50,,11,1,6,1,5
50,,12,1,6,3,3
50,,13,1,6,6,0
50,,14,1,6,5,1
50,,15,1,6,6,0
50,,0,1,6,1,5
50,,1,1,6,3,3
50,,2,1,6,1,5
50,,3,1,6,4,2
50,,4,1,6,5,1
50,,5,1,6,3,3
50,,6,1,6,1,5
50,,7,1,6,1,5
50,,8,1,6,4,2
50,,9,1,6,2,4
50,,10,1,6,4,2
50,,11,1,6,2,4
50,,12,1,6,5,1
50,,13,1,6,2,4
50,,14,1,6,5,1
50,,15,1,6,4,2
50,,0,1,6,3,3
50,,1,1,6,2,4
50,,2,1,6,6,0
50,,3,1,6,6,0
50,,4,1,6,4,2
50,,5,1,6,3,3
50,,6,1,6,5,1
50,,7,1,6,4,2
50,,8,1,6,3,3
50,,9,1,6,3,3
50,,10,1,6,5,1
50,,11,1,6,6,0
50,,12,1,6,4,2
50,,13,1,6,5,1
50,,14,1,6,6,0
50,,15,1,6,5,1
50,,0,1,6,2,4
50,,1,1,6,2,4
50,,2,1,6,6,0
50,,3,1,6,6,0
50,,4,1,6,4,2
50,,5,1,6,4,2
50,,6,1,6,3,3
50,,7,1,6,3,3
50,,8,1,6,3,3
50,,9,1,6,5,1
50,,10,1,6,6,0
50,,11,1,6,3,3
50,,12,1,6,4,2
50,,13,1,6,1,5
50,,14,1,6,5,1
50,,15,1,6,6,0
50,,0,1,6,4,2
50,,1,1,6,4,2
50,,2,1,6,6,0
50,,3,1,6,5,1
50,,4,1,6,3,3
50,,5,1,6,3,3
50,,6,1,6,2,4
50,,7,1,6,3,3
50,,8,1,6,6,0
50,,9,1,6,3,3
50,,10,1,6,6,0
50,,11,1,6,3,3
50,,12,1,6,3,3
50,,13,1,6,4,2
50,,14,1,6,4,2
50,,15,1,6,3,3
50,,0,1,6,4,2
50,,1,1,6,6,0
50,,2,1,6,6,0
50,,3,1,6,5,1
50,,4,1,6,4,2
50,,5,1,6,3,3
50,,6,1,6,4,2
50,,7,1,6,3,3
50,,8,1,6,3,3
50,,9,1,6,1,5
50,,10,1,6,6,0
50,,11,1,6,6,0
50,,12,1,6,4,2
50,,13,1,6,6,0
50,,14,1,6,5,1
50,,15,1,6,6,0
50,,0,1,6,5,1
50,,1,1,6,1,5
50,,2,1,6,6,0
50,,3,1,6,5,1
50,,4,1,6,4,2
50,,5,1,6,4,2
50,,6,1,6,5,1
50,,7,1,6,5,1
50,,8,1,6,4,2
50,,9,1,6,6,0
50,,10,1,6,5,1
50,,11,1,6,6,0
50,,12,1,6,5,1
50,,13,1,6,4,2
50,,14,1,6,4,2
50,,15,1,6,4,2
50,,0,1,6,6,0
50,,1,1,6,4,2
50,,2,1,6,6,0
50,,3,1,6,4,2
50,,4,1,6,3,3
50,,5,1,6,3,3
50,,6,1,6,4,2
50,,7,1,6,5,1
50,,8,1,6,3,3
50,,9,1,6,5,1
50,,10,1,6,5,1
50,,11,1,6,4,2
50,,12,1,6,5,1
50,,13,1,6,4,2
50,,14,1,6,3,3
50,,15,1,6,5,1
50,,0,1,6,6,0
50,,1,1,6,5,1
50,,2,1,6,5,1
50,,3,1,6,3,3
50,,4,1,6,5,1
50,,5,1,6,4,2
50,,6,1,6,3,3
50,,7,1,6,6,0
50,,8,1,6,4,2
50,,9,1,6,6,0
50,,10,1,6,4,2
50,,11,1,6,4,2
50,,12,1,6,5,1
50,,13,1,6,4,2
50,,14,1,6,3,3
50,,15,1,6,5,1
50,,0,1,6,6,0
50,,1,1,6,6,0
50,,2,1,6,6,0
50,,3,1,6,6,0
50,,4,1,6,5,1
50,,5,1,6,4,2
50,,6,1,6,4,2
50,,7,1,6,4,2
50,,8,1,6,4,2
50,,9,1,6,4,2
50,,10,1,6,5,1
50,,11,1,6,6,0
50,,12,1,6,5,1
50,,13,1,6,6,0
50,,14,1,6,6,0
50,,15,1,6,5,1
50,,0,1,6,6,0
50,,1,1,6,6,0
50,,2,1,6,6,0
50,,3,1,6,3,3
50,,4,1,6,1,5
50,,5,1,6,4,2
50,,6,1,6,4,2
50,,7,1,6,4,2
50,,8,1,6,4,2
50,,9,1,6,6,0
50,,10,1,6,5,1
50,,11,1,6,3,3
50,,12,1,6,4,2
50,,13,1,6,5,1
50,,14,1,6,4,2
50,,15,1,6,5,1
50,,0,1,6,6,0
50,,1,1,6,5,1
50,,2,1,6,5,1
50,,3,1,6,4,2
50,,4,1,6,1,5
50,,5,1,6,5,1
50,,6,1,6,5,1
50,,7,1,6,3,3
50,,8,1,6,2,4
50,,9,1,6,6,0
50,,10,1,6,4,2
50,,11,1,6,4,2
50,,12,1,6,5,1
50,,13,1,6,4,2
50,,14,1,6,6,0
50,,15,1,6,4,2
50,,0,1,6,3,3
50,,1,1,6,4,2
50,,2,1,6,2,4
50,,3,1,6,3,3
50,,4,1,6,2,4
50,,5,1,6,5,1
50,,6,1,6,2,4
50,,7,1,6,6,0
50,,8,1,6,4,2
50,,9,1,6,6,0
50,,10,1,6,5,1
50,,11,1,6,6,0
50,,12,1,6,5,1
50,,13,1,6,4,2
50,,14,1,6,5,1
50,,15,1,6,5,1
50,,0,1,6,5,1
50,,1,1,6,5,1
50,,2,1,6,6,0
50,,3,1,6,6,0
50,,4,1,6,2,4
50,,5,1,6,4,2
50,,6,1,6,4,2
50,,7,1,6,5,1
50,,8,1,6,5,1
50,,9,1,6,4,2
50,,10,1,6,6,0
50,,11,1,6,5,1
50,,12,1,6,4,2
50,,13,1,6,5,1
50,,14,1,6,5,1
50,,15,1,6,5,1
50,,0,1,6,4,2
50,,1,1,6,5,1
50,,2,1,6,4,2
50,,3,1,6,6,0
300,,11,1,6,3,3
300,,12,1,6,4,2
300,,13,1,6,4,2
300,,14,1,6,3,3
300,,15,1,6,5,1
300,,0,1,6,2,4
300,,1,1,6,2,4
300,,2,1,6,2,4
300,,3,1,6,3,3
300,,4,1,6,1,5
300,,5,1,6,4,2
300,,6,1,6,3,3
300,,7,1,6,3,3
300,,8,1,6,3,3
300,,9,1,6,5,1
300,,10,1,6,3,3
300,,11,1,6,2,4
300,,12,1,6,2,4
300,,13,1,6,4,2
300,,14,1,6,6,0
300,,15,1,6,5,1
300,,0,1,6,4,2
300,,1,1,6,5,1
300,,2,1,6,5,1
300,,3,1,6,4,2
300,,4,1,6,4,2
300,,5,1,6,5,1
300,,6,1,6,3,3
300,,7,1,6,6,0
300,,8,1,6,2,4
300,,9,1,6,5,1
300,,10,1,6,6,0
300,,11,1,6,4,2
300,,12,1,6,5,1
300,,13,1,6,6,0
300,,14,1,6,6,0
300,,15,1,6,6,0
300,,0,1,6,6,0
300,,1,1,6,4,2
300,,2,1,6,6,0
300,,3,1,6,4,2
300,,4,1,6,6,0
300,,5,1,6,4,2
300,,6,1,6,3,3
300,,7,1,6,3,3
300,,8,1,6,3,3
300,,9,1,6,5,1
300,,10,1,6,4,2
300,,11,1,6,3,3
300,,12,1,6,5,1
300,,13,1,6,4,2
300,,14,1,6,2,4
300,,15,1,6,2,4
300,,0,1,6,5,1
300,,1,1,6,4,2
300,,2,1,6,6,0
300,,3,1,6,5,1
300,,4,1,6,6,0
300,,5,1,6,1,5
300,,6,1,6,3,3
300,,7,1,6,5,1
300,,8,1,6,0,6
300,,9,1,6,5,1
300,,10,1,6,6,0
300,,11,1,6,6,0
300,,12,1,6,5,1
300,,13,1,6,4,2
300,,14,1,6,5,1
300,,15,1,6,2,4
300,,0,1,6,3,3
300,,1,1,6,3,3
300,,2,1,6,6,0
300,,3,1,6,2,4
300,,4,1,6,4,2
300,,5,1,6,6,0
300,,6,1,6,4,2
300,,7,1,6,3,3
300,,8,1,6,5,1
300,,9,1,6,3,3
300,,10,1,6,4,2
300,,11,1,6,3,3
300,,12,1,6,5,1
300,,13,1,6,5,1
300,,14,1,6,6,0
300,,15,1,6,5,1
300,,0,1,6,4,2
300,,1,1,6,5,1
300,,2,1,6,4,2
300,,3,1,6,2,4
300,,4,1,6,4,2
300,,5,1,6,6,0
300,,6,1,6,5,1
300,,7,1,6,6,0
300,,8,1,6,3,3
300,,9,1,6,5,1
300,,10,1,6,6,0
300,,11,1,6,4,2
300,,12,1,6,3,3
300,,13,1,6,5,1
300,,14,1,6,5,1
300,,15,1,6,5,1
300,,0,1,6,3,3
300,,1,1,6,4,2
300,,2,1,6,5,1
300,,3,1,6,6,0
300,,4,1,6,6,0
300,,5,1,6,4,2
300,,6,1,6,5,1
300,,7,1,6,4,2
300,,8,1,6,4,2
300,,9,1,6,4,2
300,,10,1,6,3,3
300,,11,1,6,5,1
300,,12,1,6,5,1
300,,13,1,6,4,2
300,,14,1,6,1,5
300,,15,1,6,5,1
300,,0,1,6,6,0
300,,1,1,6,5,1
300,,2,1,6,6,0
300,,3,1,6,5,1
300,,4,1,6,5,1
300,,5,1,6,5,1
300,,6,1,6,6,0
300,,7,1,6,3,3
300,,8,1,6,2,4
300,,9,1,6,3,3
300,,10,1,6,5,1
300,,11,1,6,3,3
300,,12,1,6,5,1
300,,13,1,6,4,2
300,,14,1,6,5,1
300,,15,1,6,4,2
300,,0,1,6,5,1
300,,1,1,6,5,1
300,,2,1,6,4,2
300,,3,1,6,3,3
300,,4,1,6,5,1
300,,5,1,6,5,1
300,,6,1,6,3,3
300,,7,1,6,4,2
300,,8,1,6,2,4
300,,9,1,6,4,2
300,,10,1,6,6,0
300,,11,1,6,4,2
300,,12,1,6,5,1
300,,13,1,6,4,2
300,,14,1,6,5,1
300,,15,1,6,5,1
300,,0,1,6,3,3
300,,1,1,6,6,0
300,,2,1,6,4,2
300,,3,1,6,5,1
300,,4,1,6,2,4
300,,5,1,6,5,1
300,,6,1,6,5,1
300,,7,1,6,3,3
300,,8,1,6,3,3
300,,9,1,6,3,3
300,,10,1,6,4,2
300,,11,1,6,5,1
300,,12,1,6,4,2
300,,13,1,6,3,3
300,,14,1,6,4,2
300,,15,1,6,6,0
300,,0,1,6,3,3
300,,1,1,6,3,3
300,,2,1,6,4,2
300,,3,1,6,5,1
300,,4,1,6,5,1
300,,5,1,6,2,4
300,,6,1,6,5,1
300,,7,1,6,6,0
300,,8,1,6,2,4
300,,9,1,6,2,4
300,,10,1,6,6,0
300,,11,1,6,4,2
300,,12,1,6,5,1
300,,13,1,6,4,2
300,,14,1,6,5,1
300,,15,1,6,5,1
300,,0,1,6,5,1
300,,1,1,6,4,2
300,,2,1,6,3,3
300,,3,1,6,6,0
300,,4,1,6,5,1
300,,5,1,6,5,1
300,,6,1,6,5,1
300,,7,1,6,5,1
300,,8,1,6,3,3
300,,9,1,6,6,0
300,,10,1,6,5,1
300,,11,1,6,3,3
300,,12,1,6,5,1
300,,13,1,6,1,5
300,,14,1,6,3,3
300,,15,1,6,5,1
300,,0,1,6,5,1
300,,1,1,6,5,1
300,,2,1,6,5,1
300,,3,1,6,5,1
300,,4,1,6,6,0
300,,5,1,6,6,0
300,,6,1,6,4,2
300,,7,1,6,5,1
300,,8,1,6,4,2
300,,9,1,6,5,1
300,,10,1,6,4,2
300,,11,1,6,3,3
300,,12,1,6,4,2
300,,13,1,6,3,3
300,,14,1,6,5,1
300,,15,1,6,6,0
300,,0,1,6,6,0
300,,1,1,6,3,3
300,,2,1,6,5,1
300,,3,1,6,6,0
300,,4,1,6,4,2
300,,5,1,6,4,2
300,,6,1,6,4,2
300,,7,1,6,4,2
300,,8,1,6,3,3
300,,9,1,6,4,2
300,,10,1,6,6,0
300,,11,1,6,6,0
300,,12,1,6,6,0
300,,13,1,6,1,5
300,,14,1,6,5,1
300,,15,1,6,3,3
300,,0,1,6,5,1
300,,1,1,6,3,3
300,,2,1,6,4,2
300,,3,1,6,5,1
300,,4,1,6,6,0
300,,5,1,6,4,2
300,,6,1,6,5,1
300,,7,1,6,4,2
300,,8,1,6,2,4
300,,9,1,6,2,4
300,,10,1,6,4,2
300,,11,1,6,5,1
300,,12,1,6,4,2
300,,13,1,6,4,2
300,,14,1,6,3,3
300,,15,1,6,5,1
300,,0,1,6,3,3
300,,1,1,6,4,2
300,,2,1,6,3,3
300,,3,1,6,5,1
300,,4,1,6,5,1
300,,5,1,6,5,1
300,,6,1,6,6,0
300,,7,1,6,5,1
300,,8,1,6,3,3
300,,9,1,6,5,1
300,,10,1,6,5,1
300,,11,1,6,4,2
300,,12,1,6,3,3
300,,13,1,6,2,4
300,,14,1,6,5,1
300,,15,1,6,4,2
300,,0,1,6,3,3
300,,1,1,6,6,0
300,,2,1,6,5,1
300,,3,1,6,5,1
300,,4,1,6,5,1
300,,5,1,6,5,1
300,,6,1,6,6,0
300,,7,1,6,6,0
300,,8,1,6,3,3
300,,9,1,6,5,1
300,,10,1,6,5,1
300,,11,1,6,6,0
300,,12,1,6,4,2
300,,13,1,6,1,5
300,,14,1,6,5,1
300,,15,1,6,5,1
300,,0,1,6,5,1
300,,1,1,6,5,1
300,,2,1,6,5,1
300,,3,1,6,6,0
300,,4,1,6,5,1
300,,5,1,6,4,2
300,,6,1,6,5,1
300,,7,1,6,3,3
300,,8,1,6,3,3
300,,9,1,6,5,1
300,,10,1,6,6,0
300,,11,1,6,6,0
300,,12,1,6,6,0
300,,13,1,6,0,6
300,,14,1,6,5,1
300,,15,1,6,6,0
300,,0,1,6,6,0
300,,1,1,6,4,2
300,,2,1,6,4,2
300,,3,1,6,4,2
300,,4,1,6,5,1
300,,5,1,6,5,1
300,,6,1,6,4,2
300,,7,1,6,4,2
300,,8,1,6,3,3
300,,9,1,6,5,1
300,,10,1,6,5,1
300,,11,1,6,4,2
300,,12,1,6,5,1
300,,13,1,6,3,3
300,,14,1,6,5,1
300,,15,1,6,5,1
300,,0,1,6,5,1
300,,1,1,6,4,2
300,,2,1,6,6,0
300,,3,1,6,6,0
300,,4,1,6,5,1
300,,5,1,6,5,1
300,,6,1,6,5,1
300,,7,1,6,4,2
300,,8,1,6,3,3
300,,9,1,6,6,0
300,,10,1,6,5,1
300,,11,1,6,5,1
300,,12,1,6,5,1
300,,13,1,6,2,4
300,,14,1,6,5,1
300,,15,1,6,5,1
300,,0,1,6,3,3
300,,1,1,6,4,2
300,,2,1,6,3,3
300,,3,1,6,5,1
300,,4,1,6,4,2
300,,5,1,6,5,1
300,,6,1,6,5,1
300,,7,1,6,4,2
300,,8,1,6,3,3
300,,9,1,6,5,1
300,,10,1,6,4,2
300,,11,1,6,5,1
300,,12,1,6,4,2
300,,13,1,6,3,3
300,,14,1,6,5,1
300,,15,1,6,4,2
300,,0,1,6,4,2
300,,1,1,6,5,1
300,,2,1,6,6,0
300,,3,1,6,6,0
300,,4,1,6,4,2
300,,5,1,6,6,0
300,,6,1,6,5,1
300,,7,1,6,5,1
300,,8,1,6,3,3
300,,9,1,6,5,1
300,,10,1,6,6,0
300,,11,1,6,5,1
300,,12,1,6,4,2
300,,13,1,6,3,3
300,,14,1,6,5,1
300,,15,1,6,4,2
300,,0,1,6,6,0
300,,1,1,6,6,0
300,,2,1,6,6,0
300,,3,1,6,2,4
300,,4,1,6,3,3
300,,5,1,6,5,1
300,,6,1,6,6,0
300,,7,1,6,5,1
300,,8,1,6,4,2
300,,9,1,6,5,1
300,,10,1,6,6,0
300,,11,1,6,2,4
300,,12,1,6,5,1
300,,13,1,6,1,5
300,,14,1,6,5,1
300,,15,1,6,4,2
300,,0,1,6,4,2
300,,1,1,6,6,0
300,,2,1,6,6,0
300,,3,1,6,5,1
300,,4,1,6,6,0
300,,5,1,6,5,1
300,,6,1,6,5,1
300,,7,1,6,4,2
300,,8,1,6,4,2
300,,9,1,6,6,0
300,,10,1,6,4,2
300,,11,1,6,3,3
300,,12,1,6,3,3
300,,13,1,6,2,4
300,,14,1,6,6,0
300,,15,1,6,5,1
300,,0,1,6,4,2
300,,1,1,6,5,1
300,,2,1,6,3,3
300,,3,1,6,5,1
300,,4,1,6,3,3
300,,5,1,6,5,1
300,,6,1,6,6,0
300,,7,1,6,5,1
300,,8,1,6,4,2
300,,9,1,6,3,3
300,,10,1,6,4,2
300,,11,1,6,5,1
300,,12,1,6,3,3
300,,13,1,6,2,4
300,,14,1,6,3,3
300,,15,1,6,2,4
300,,0,1,6,4,2
300,,1,1,6,5,1
300,,2,1,6,5,1
300,,3,1,6,6,0
300,,4,1,6,4,2
300,,5,1,6,4,2
300,,6,1,6,5,1
300,,7,1,6,6,0
300,,8,1,6,6,0
300,,9,1,6,4,2
300,,10,1,6,1,5
300,,11,1,6,4,2
300,,12,1,6,5,1
300,,13,1,6,4,2
300,,14,1,6,4,2
300,,15,1,6,6,0
300,,0,1,6,5,1
300,,1,1,6,2,4
300,,2,1,6,4,2
300,,3,1,6,5,1
300,,4,1,6,3,3
300,,5,1,6,5,1
300,,6,1,6,6,0
300,,7,1,6,1,5
300,,8,1,6,4,2
300,,9,1,6,4,2
300,,10,1,6,3,3
300,,11,1,6,3,3
300,,12,1,6,4,2
300,,13,1,6,3,3
300,,14,1,6,4,2
300,,15,1,6,5,1
300,,0,1,6,2,4
300,,1,1,6,4,2
300,,2,1,6,6,0
300,,3,1,6,5,1
300,,4,1,6,3,3
300,,5,1,6,5,1
300,,6,1,6,3,3
300,,7,1,6,5,1
300,,8,1,6,4,2
300,,9,1,6,6,0
300,,10,1,6,6,0
300,,11,1,6,3,3
300,,12,1,6,5,1
300,,13,1,6,3,3
300,,14,1,6,2,4
300,,15,1,6,5,1
300,,0,1,6,4,2
300,,1,1,6,6,0
300,,2,1,6,4,2
300,,3,1,6,5,1
300,,4,1,6,5,1
300,,5,1,6,3,3
300,,6,1,6,6,0
300,,7,1,6,6,0
300,,8,1,6,3,3
300,,9,1,6,5,1
300,,10,1,6,5,1
300,,11,1,6,5,1
300,,12,1,6,2,4
300,,13,1,6,2,4
300,,14,1,6,4,2
300,,15,1,6,3,3
300,,0,1,6,5,1
300,,1,1,6,2,4
300,,2,1,6,3,3
300,,3,1,6,3,3
300,,4,1,6,2,4
300,,5,1,6,4,2
300,,6,1,6,3,3
300,,7,1,6,2,4
300,,8,1,6,4,2
300,,9,1,6,5,1
300,,10,1,6,4,2
300,,11,1,6,2,4
300,,12,1,6,4,2
300,,13,1,6,1,5
300,,14,1,6,5,1
300,,15,1,6,5,1
300,,0,1,6,5,1
300,,1,1,6,3,3
300,,2,1,6,6,0
300,,3,1,6,4,2
300,,4,1,6,3,3
300,,5,1,6,2,4
300,,6,1,6,4,2
300,,7,1,6,5,1
300,,8,1,6,5,1
300,,9,1,6,6,0
300,,10,1,6,1,5
300,,11,1,6,3,3
300,,12,1,6,3,3
300,,13,1,6,1,5
300,,14,1,6,2,4
300,,15,1,6,3,3
300,,0,1,6,4,2
300,,1,1,6,5,1
300,,2,1,6,3,3
300,,3,1,6,2,4
300,,4,1,6,6,0
300,,5,1,6,4,2
300,,6,1,6,4,2
300,,7,1,6,2,4
300,,8,1,6,6,0
300,,9,1,6,4,2
300,,10,1,6,3,3
300,,11,1,6,4,2
300,,12,1,6,4,2
300,,13,1,6,1,5
300,,14,1,6,4,2
300,,15,1,6,4,2
300,,0,1,6,4,2
300,,1,1,6,4,2
300,,2,1,6,6,0
300,,3,1,6,3,3
300,,4,1,6,5,1
300,,5,1,6,4,2
300,,6,1,6,4,2
300,,7,1,6,1,5
300,,8,1,6,4,2
300,,9,1,6,6,0
300,,10,1,6,3,3
300,,11,1,6,3,3
300,,12,1,6,3,3
300,,13,1,6,3,3
300,,14,1,6,3,3
300,,15,1,6,6,0
300,,0,1,6,3,3
300,,1,1,6,2,4
300,,2,1,6,4,2
300,,3,1,6,5,1
300,,4,1,6,3,3
300,,5,1,6,4,2
300,,6,1,6,3,3
300,,7,1,6,6,0
300,,8,1,6,5,1
300,,9,1,6,6,0
300,,10,1,6,2,4
300,,11,1,6,3,3
300,,12,1,6,1,5
300,,13,1,6,1,5
300,,14,1,6,3,3
300,,15,1,6,5,1
300,,0,1,6,6,0
300,,1,1,6,3,3
300,,2,1,6,5,1
300,,3,1,6,5,1
300,,4,1,6,1,5
300,,5,1,6,4,2
300,,6,1,6,3,3
300,,7,1,6,5,1
300,,8,1,6,5,1
300,,9,1,6,5,1
300,,10,1,6,5,1
300,,11,1,6,4,2
300,,12,1,6,4,2
300,,13,1,6,1,5
300,,14,1,6,4,2
300,,15,1,6,6,0
300,,0,1,6,5,1
300,,1,1,6,3,3
300,,2,1,6,4,2
300,,3,1,6,4,2
300,,4,1,6,3,3
300,,5,1,6,1,5
300,,6,1,6,5,1
300,,7,1,6,3,3
300,,8,1,6,4,2
300,,9,1,6,5,1
300,,10,1,6,3,3
300,,11,1,6,2,4
300,,12,1,6,5,1
300,,13,1,6,0,6
300,,14,1,6,4,2
300,,15,1,6,3,3
300,,0,1,6,6,0
300,,1,1,6,6,0
300,,2,1,6,3,3
300,,3,1,6,3,3
300,,4,1,6,3,3
300,,5,1,6,5,1
300,,6,1,6,4,2
300,,7,1,6,0,6
300,,8,1,6,5,1
300,,9,1,6,4,2
300,,10,1,6,3,3
300,,11,1,6,1,5
300,,12,1,6,2,4
300,,13,1,6,0,6
300,,14,1,6,1,5
300,,15,1,6,3,3
300,,0,1,6,4,2
300,,1,1,6,2,4
300,,2,1,6,5,1
300,,3,1,6,0,6
300,,4,1,6,3,3
300,,5,1,6,4,2
300,,6,1,6,4,2
300,,7,1,6,4,2
300,,8,1,6,5,1
300,,9,1,6,4,2
300,,10,1,6,3,3
300,,11,1,6,3,3
300,,12,1,6,0,6
300,,13,1,6,3,3
300,,14,1,6,2,4
300,,15,1,6,6,0
350,,0,1,6,1,5
350,,1,1,6,0,6
350,,2,1,6,1,5
350,,3,1,6,1,5
350,,4,1,6,3,3
350,,5,1,6,1,5
350,,6,1,6,3,3
350,,7,1,6,1,5
350,,8,1,6,2,4
350,,9,1,6,0,6
350,,10,1,6,1,5
350,,11,1,6,2,4
350,,12,1,6,2,4
350,,13,1,6,1,5
350,,14,1,6,1,5
350,,15,1,6,0,6
350,,0,1,6,0,6
350,,1,1,6,5,1
350,,2,1,6,4,2
350,,3,1,6,1,5
350,,4,1,6,1,5
350,,5,1,6,4,2
350,,6,1,6,2,4
350,,7,1,6,6,0
350,,8,1,6,2,4
350,,9,1,6,5,1
350,,10,1,6,1,5
350,,11,1,6,0,6
350,,12,1,6,2,4
350,,13,1,6,1,5
350,,14,1,6,1,5
350,,15,1,6,1,5
350,,0,1,6,1,5
350,,1,1,6,1,5
350,,2,1,6,0,6
350,,3,1,6,4,2
350,,4,1,6,0,6
350,,5,1,6,3,3
350,,6,1,6,0,6
